"";"x"
"5372";"E"
"5373";"E"
"5374";"B"
"5375";"B"
"5376";"B"
"5377";"B"
"5378";"B"
"5379";"D"
"5380";"D"
"5381";"D"
"5382";"D"
"5383";"D"
"5384";"D"
"5385";"D"
"5386";"D"
"5387";"B"
"5388";"B"
"5389";"D"
"5390";"D"
"5391";"D"
"5392";"D"
"5393";"D"
"5394";"D"
"5395";"D"
"5396";"B"
"5397";"B"
"5398";"B"
"5399";"D"
"5400";"D"
"5401";"D"
"5402";"D"
"5403";"D"
"5404";"D"
"5405";"D"
"5406";"D"
"5407";"D"
"5408";"D"
"5409";"A"
"5410";"A"
"5411";"A"
"5412";"A"
"5413";"A"
"5414";"D"
"5415";"D"
"5416";"D"
"5417";"D"
"5418";"A"
"5419";"A"
"5420";"A"
"5421";"A"
"5422";"A"
"5423";"A"
"5424";"A"
"5425";"A"
"5426";"A"
"5427";"A"
"5428";"D"
"5429";"D"
"5430";"D"
"5431";"D"
"5432";"A"
"5433";"A"
"5434";"A"
"5435";"A"
"5436";"A"
"5437";"A"
"5438";"A"
"5439";"A"
"5440";"A"
"5441";"A"
"5442";"C"
"5443";"D"
"5444";"D"
"5445";"D"
"5446";"A"
"5447";"A"
"5448";"A"
"5449";"D"
"5450";"C"
"5451";"D"
"5452";"D"
"5453";"D"
"5454";"A"
"5455";"A"
"5456";"A"
"5457";"A"
"5458";"A"
"5459";"A"
"5460";"A"
"5461";"A"
"5462";"A"
"5463";"A"
"5464";"E"
"5465";"C"
"5466";"C"
"5467";"B"
"5468";"C"
"5469";"D"
"5470";"D"
"5471";"B"
"5472";"B"
"5473";"A"
"5474";"E"
"5475";"E"
"5476";"C"
"5477";"E"
"5478";"C"
"5479";"C"
"5480";"A"
"5481";"A"
"5482";"A"
"5483";"E"
"5484";"E"
"5485";"D"
"5486";"C"
"5487";"E"
"5488";"D"
"5489";"C"
"5490";"C"
"5491";"A"
"5492";"A"
"5493";"A"
"5494";"A"
"5495";"A"
"5496";"A"
"5497";"A"
"5498";"E"
"5499";"E"
"5500";"E"
"5501";"E"
"5502";"A"
"5503";"E"
"5504";"E"
"5505";"A"
"5506";"A"
"5507";"A"
"5508";"A"
"5509";"A"
"5510";"A"
"5511";"C"
"5512";"A"
"5513";"A"
"5514";"E"
"5515";"A"
"5516";"D"
"5517";"D"
"5518";"D"
"5519";"D"
"5520";"D"
"5521";"D"
"5522";"D"
"5523";"D"
"5524";"D"
"5525";"D"
"5526";"D"
"5527";"D"
"5528";"D"
"5529";"E"
"5530";"E"
"5531";"E"
"5532";"E"
"5533";"A"
"5534";"A"
"5535";"A"
"5536";"D"
"5537";"D"
"5538";"D"
"5539";"D"
"5540";"D"
"5541";"D"
"5542";"D"
"5543";"E"
"5544";"E"
"5545";"E"
"5546";"A"
"5547";"A"
"5548";"A"
"5549";"A"
"5550";"A"
"5551";"A"
"5552";"E"
"5553";"D"
"5554";"D"
"5555";"D"
"5556";"D"
"5557";"D"
"5558";"E"
"5559";"E"
"5560";"E"
"5561";"E"
"5562";"E"
"5563";"E"
"5564";"E"
"5565";"E"
"5566";"E"
"5567";"B"
"5568";"B"
"5569";"B"
"5570";"D"
"5571";"D"
"5572";"D"
"5573";"D"
"5574";"D"
"5575";"B"
"5576";"B"
"5577";"E"
"5578";"A"
"5579";"A"
"5580";"A"
"5581";"A"
"5582";"A"
"5583";"C"
"5584";"C"
"5585";"C"
"5586";"C"
"5587";"C"
"5588";"C"
"5589";"A"
"5590";"A"
"5591";"A"
"5592";"A"
"5593";"A"
"5594";"A"
"5595";"A"
"5596";"C"
"5597";"C"
"5598";"C"
"5599";"A"
"5600";"A"
"5601";"B"
"5602";"B"
"5603";"B"
"5604";"B"
"5605";"B"
"5606";"B"
"5607";"A"
"5608";"A"
"5609";"A"
"5610";"C"
"5611";"C"
"5612";"C"
"5613";"C"
"5614";"A"
"5615";"A"
"5616";"A"
"5617";"B"
"5618";"B"
"5619";"B"
"5620";"A"
"5621";"B"
"5622";"E"
"5623";"E"
"5624";"E"
"5625";"E"
"5626";"C"
"5627";"C"
"5628";"B"
"5629";"B"
"5630";"C"
"5631";"C"
"5632";"B"
"5633";"E"
"5634";"B"
"5635";"B"
"5636";"B"
"5637";"B"
"5638";"B"
"5639";"B"
"5640";"B"
"5641";"B"
"5642";"E"
"5643";"E"
"5644";"E"
"5645";"E"
"5646";"E"
"5647";"B"
"5648";"B"
"5649";"B"
"5650";"B"
"5651";"B"
"5652";"B"
"5653";"B"
"5654";"B"
"5655";"B"
"5656";"B"
"5657";"A"
"5658";"A"
"5659";"A"
"5660";"A"
"5661";"C"
"5662";"C"
"5663";"C"
"5664";"C"
"5665";"C"
"5666";"C"
"5667";"C"
"5668";"E"
"5669";"C"
"5670";"E"
"5671";"A"
"5672";"A"
"5673";"A"
"5674";"A"
"5675";"A"
"5676";"A"
"5677";"A"
"5678";"A"
"5679";"A"
"5680";"A"
"5681";"C"
"5682";"C"
"5683";"C"
"5684";"C"
"5685";"C"
"5686";"C"
"5687";"C"
"5688";"C"
"5689";"A"
"5690";"A"
"5691";"A"
"5692";"A"
"5693";"A"
"5694";"A"
"5695";"C"
"5696";"C"
"5697";"C"
"5698";"C"
"5699";"A"
"5700";"A"
"5701";"C"
"5702";"C"
"5703";"C"
"5704";"A"
"5705";"C"
"5706";"C"
"5707";"C"
"5708";"A"
"5709";"C"
"5710";"A"
"5711";"A"
"5712";"C"
"5713";"C"
"5714";"C"
"5715";"C"
"5716";"C"
"5717";"A"
"5718";"A"
"5719";"A"
"5720";"A"
"5721";"E"
"5722";"E"
"5723";"E"
"5724";"A"
"5725";"A"
"5726";"A"
"5727";"A"
"5728";"A"
"5729";"A"
"5730";"A"
"5731";"A"
"5732";"A"
"5733";"A"
"5734";"A"
"5735";"A"
"5736";"A"
"5737";"B"
"5738";"A"
"5739";"A"
"5740";"A"
"5741";"A"
"5742";"A"
"5743";"A"
"5744";"A"
"5745";"A"
"5746";"A"
"5747";"A"
"5748";"A"
"5749";"A"
"5750";"A"
"5751";"C"
"5752";"C"
"5753";"C"
"5754";"C"
"5755";"A"
"5756";"A"
"5757";"A"
"5758";"A"
"5759";"A"
"5760";"A"
"5761";"A"
"5762";"A"
"5763";"C"
"5764";"A"
"5765";"A"
"5766";"A"
"5767";"A"
"5768";"A"
"5769";"E"
"5770";"E"
"5771";"E"
"5772";"C"
"5773";"B"
"5774";"A"
"5775";"A"
"5776";"A"
"5777";"A"
"5778";"A"
"5779";"A"
"5780";"A"
"5781";"A"
"5782";"A"
"5783";"B"
"5784";"D"
"5785";"D"
"5786";"D"
"5787";"D"
"5788";"D"
"5789";"D"
"5790";"D"
"5791";"D"
"5792";"B"
"5793";"B"
"5794";"B"
"5795";"B"
"5796";"A"
"5797";"A"
"5798";"A"
"5799";"A"
"5800";"E"
"5801";"D"
"5802";"D"
"5803";"B"
"5804";"B"
"5805";"B"
"5806";"B"
"5807";"B"
"5808";"B"
"5809";"B"
"5810";"B"
"5811";"A"
"5812";"A"
"5813";"C"
"5814";"A"
"5815";"A"
"5816";"A"
"5817";"A"
"5818";"A"
"5819";"A"
"5820";"A"
"5821";"A"
"5822";"A"
"5823";"E"
"5824";"E"
"5825";"E"
"5826";"E"
"5827";"B"
"5828";"A"
"5829";"A"
"5830";"A"
"5831";"A"
"5832";"A"
"5833";"A"
"5834";"A"
"5835";"C"
"5836";"C"
"5837";"C"
"5838";"A"
"5839";"E"
"5840";"A"
"5841";"A"
"5842";"B"
"5843";"A"
"5844";"A"
"5845";"A"
"5846";"A"
"5847";"A"
"5848";"B"
"5849";"B"
"5850";"B"
"5851";"B"
"5852";"B"
"5853";"B"
"5854";"B"
"5855";"B"
"5856";"B"
"5857";"E"
"5858";"E"
"5859";"C"
"5860";"B"
"5861";"B"
"5862";"B"
"5863";"B"
"5864";"B"
"5865";"B"
"5866";"B"
"5867";"E"
"5868";"C"
"5869";"C"
"5870";"C"
"5871";"C"
"5872";"A"
"5873";"A"
"5874";"B"
"5875";"B"
"5876";"B"
"5877";"E"
"5878";"C"
"5879";"C"
"5880";"C"
"5881";"C"
"5882";"C"
"5883";"C"
"5884";"C"
"5885";"C"
